Tweet ID,Country,Date,Tweet,Definitely English,Ambiguous,Definitely Not English,Code-Switched,Ambiguous due to Named Entities,Automatically Generated Tweets,Language
287581900179128000,US,2013-01-05,"#SexSurvey 74: If you were a stripper, what would your name be? (Trixie or Tricktina as a girl - as a boy my name)",1,0,0,0,0,0,en
287610375464164992,US,2013-01-05,"RTâ€œ@iLeexi: I feel shittttttty, I can't even get off my bed. No srsly I feel rlly sick and shittyâ€",1,0,0,0,0,0,en
287649877515705984,TR,2013-01-05,MÃ¼dÃ¼rlÃ¼ÄŸÃ¼mÃ¼zÃ¼n 2013 yÄ±lÄ±nda hayata geÃ§ireceÄŸi projeler Ã¼zerinde ki Ã§alÄ±ÅŸmalar sona yaklaÅŸÄ±ldÄ±.,0,0,1,0,0,0,tr
287751454964464992,US,2013-01-06,I'm Just Gone Continue Doing What I Want To.,1,0,0,0,0,0,en
287774901190918016,US,2013-01-06,"\@adampoulos1: @TyreceSpeaight_ even me!!!\"" Are you at the party""",1,0,0,0,0,0,en
287908359716339008,RU,2013-01-06,Ð˜ Ð¿Ð¾Ð²Ñ‚Ð¾Ñ€Ð¸Ñ‚ÑÑ Ð²ÑÐµ ÐºÐ°Ðº Ð² ÑÑ‚Ð°Ñ€ÑŒ... (@ ÐžÐ±ÑƒÑ…Ð¾Ð²ÑÐºÐ¸Ð¹ Ð—Ð°Ð²Ð¾Ð´) [pic]: http://t.co/6iFuTdDp,0,0,1,0,0,0,pt
287921852771336000,RU,2013-01-06,ÐŸÐ¾ÐµÑ…Ð°Ð»Ð° Ð½Ð° ÐºÐ°Ñ‚Ð¾Ðº,0,0,1,0,0,0,Unknown
288003511625592000,BR,2013-01-06,@_jooa amanha eu treino,0,0,1,0,0,0,pt
288022335670340992,US,2013-01-06,YESSSSSSSSSS http://t.co/1qERLagy,1,0,0,0,0,0,cy
288024504205184992,HU,2013-01-06,I'm at Vegyes Ã‰lelmiszer (Budapest) http://t.co/Jjhatjt0,1,0,0,0,0,1,hu
288057328702476000,US,2013-01-06,Drinking a Mama's Little Yella Pils by @oskarblues @ Thunderdome â€” http://t.co/VEw7n9xn,1,0,0,0,0,0,en
288087662072582016,US,2013-01-07,8:00 PM @ Harrah's Las Vegas $80 NL Hold'em Poker Tournament w/ $20 Bounties @HarrahsVegas http://t.co/f1mxW5ZT,1,0,0,0,0,0,en
288101830326632000,US,2013-01-07,@flakachichona : You Can HAVE Them Lololololololol (x,1,0,0,0,0,0,en
288105060020400000,US,2013-01-07,@FEuskadi Haha no way!!!!,1,0,0,0,0,0,so
288152195713612992,BR,2013-01-07,@lalafernandees hauahsususuusu eita povo brasileiro bacana ahsuauauahah,0,0,1,0,0,0,id
288196382832073984,MY,2013-01-07,Fifi gatal! Takk abes2 nk double meaning. Iyewwww.,0,1,0,1,0,0,en
288412229760598016,US,2013-01-07,And my grades are top notch ðŸŽ€,1,0,0,0,0,0,en
288413714514844992,MX,2013-01-07,"Mejor no le digo nada, si lo hago voy a parecer su mamÃ¡ e igual no me hara casÃ³.",0,0,1,0,0,0,es
288415723867488000,CA,2013-01-07,@KishwerM priceless!! god bless!!!,1,0,0,0,0,0,en
288472988402195968,US,2013-01-08,Yeah fuck saqouit fans i aint scared,1,0,0,0,0,0,en
288517938825265024,ID,2013-01-08,9,0,1,0,0,0,0,Unknown
288535076873048000,US,2013-01-08,@Abood_566 Ø§Ù„Ù„Ù‡ ÙŠÙ„Ø¹Ù†Ùƒ Ø§Ù†Øª Ùˆ Ø§ÙÙ„Ø§Ù…Ùƒ ÙŠØ§ Ø¹Ø¨ÙŠØ¯ â˜º Ø§ÙŠ ÙˆØ§Ù„Ù„Ù‡ Ù‚Ø±Ø§Ù† Ùˆ Ù…Ø§ÙÙŠ Ù†ÙˆÙ… â˜º,0,0,1,0,0,0,da
288591641168736000,ID,2013-01-08,8 menit lagii..mari menutup CCOS...yupppiii..*peluktas,0,0,1,0,0,0,id
288683878275763968,BR,2013-01-08,@victorcarbono_ nossa muito duas garrafas de vodka pura uma agnt teve que da pro policial a outra ja tava vazia hauhauahua,0,0,1,0,0,0,pt
288724374163430976,FR,2013-01-08,@Ptaky Mdrr t'es sur ? Demandons a @AhmedElManifico stp haha,0,0,1,0,0,0,en
288787531921752000,NL,2013-01-08,@fabianaax wie ben jij?,0,0,1,0,0,0,so
288793823558126976,MX,2013-01-08,El nuevo comercial de suerox es una mamada. jajajaja,0,0,1,0,0,0,es
288799301323329024,US,2013-01-09,@geegrapes It's all about being real and true to yourself. The opposite of real is fake.,1,0,0,0,0,0,en
288813813384502976,ES,2013-01-09,BN!! MÃ±n toca dia agetreao pufff!!,0,0,1,0,0,0,it
288980705009078016,BR,2013-01-09,@ddtugavato kkkkkkkkkkkk q isso o.O,0,0,1,0,0,0,fi
289042889483374016,CL,2013-01-09,RT @KaroliyaAmeOub @CataDeLina se los pegare en tu nombre en cualquier momento xD// Me parece perfectooooo xD jajajaj,0,0,1,0,0,0,es
289128558104817024,MY,2013-01-09,Whistle baby,1,0,0,0,0,0,en
289137651527872000,US,2013-01-09,1999 Joos DLP-115 Through-Feed Hot Veneer Press Please feel free to make an offer! All offers will be considered... http://t.co/fMFp7hDB,1,0,0,0,0,0,en
289146933409377984,BR,2013-01-09,"@robsdlp nao vida, to pelo  ela..",0,0,1,0,0,0,pt
289156458958953984,BR,2013-01-09,Isso mesmo kkkkkk,0,0,1,0,0,0,fi
289206446434942016,MX,2013-01-10,Muy descontrolado sale Rolando Valdez #YaquisVsAlgodoneros,0,0,1,0,0,0,es
289278219516014016,US,2013-01-10,@Maalaak_q8_ ÙˆÙˆÙŠÙ† Ù…Ø§Ø·Ù‚Ù‡Ø§ Ø¹ÙˆÙŠØ§ -__-,0,0,1,0,0,0,so
289337770244182016,ID,2013-01-10,Mampet hidung gw...,0,0,1,0,0,0,id
289372180314198016,MY,2013-01-10,"Seriously, I feel Betrayed",1,0,0,0,0,0,en
289401913571688000,GB,2013-01-10,@Colemaan @christinafisher yes and yes ;),1,0,0,0,0,0,en
289430250310488000,US,2013-01-10,@BigJoe2323 I plugged it in the computer so no,1,0,0,0,0,0,en
289434503309556992,US,2013-01-10,Straight ignore.,1,0,0,0,0,0,en
289443055742876992,US,2013-01-10,Y para acabarla habla sÃºper lento mi compadre ....,0,0,1,0,0,0,es
289545287545020032,US,2013-01-11,"\@FucKUPayyMee: Lawwdd it feel like somebody just punchin me in my cat. Lmaoo.\"" see nasty asz""",1,0,0,0,0,0,en
289555114644081984,US,2013-01-11,@SammiMazzella don't text @katelindallegro it will save u from a headache #jkjkjk #loveyakate,1,0,0,0,0,0,en
289612153143585984,US,2013-01-11,@Ambitious_R_Us you good wyd?,1,0,0,0,0,0,cy
289790306382147008,US,2013-01-11,@Orange_Fanatic4 rd cuzz,1,0,0,0,0,0,en
289804554265046976,NL,2013-01-11,wrm my avond  ga iemand anders avond verepesten,0,0,1,0,0,0,no
289811231638966016,RS,2013-01-11,@biebsjan0skians o.O Mockingjay. Sjaj Slobode on serbian.,1,0,0,0,0,0,hr
289853661117561984,US,2013-01-11,@ronald_to_swoll lmfaooo that's a girl store,1,0,0,0,0,0,en
289866294445080000,BR,2013-01-11,@t_bouvier muito bom flamengo sim,0,0,1,0,0,0,en
289908229125857024,US,2013-01-12,My ears once again hurt so much,1,0,0,0,0,0,en
289911991559155008,BR,2013-01-12,Ishih! Gabi + Paula = a confusÃ£o... Gabi + Paula + Brenda = corre negada,0,0,1,0,0,0,pt
289999597890318016,MY,2013-01-12,Instagram-ing laa pulakk . :-),0,0,1,0,0,0,tl
290052131266894976,TR,2013-01-12,@bayaniglesias tamamdir kankiii :D,0,0,1,0,0,0,so
290057970019081984,RU,2013-01-12,@senumt evet gÃ¼nÃ¼n haberi :),0,0,1,0,0,0,da
290209090532150976,RU,2013-01-12,"ÐšÐ°ÐºÐ°Ñ Ñ€Ð°Ð·Ð½Ð¸Ñ†Ð°, Ñ‡Ñ‚Ð¾ Ñ‚Ð²Ð¾Ñ€Ð¸Ñ‚ÑŒÑÑ Ñƒ Ð¼ÐµÐ½Ñ Ð²Ð½ÑƒÑ‚Ñ€Ð¸? Ð“Ð»Ð°Ð²Ð½Ð¾Ðµ Ð²Ñ‹Ð³Ð»ÑÐ¶Ñƒ Ñ Ð¾Ñ‚Ð»Ð¸Ñ‡Ð½Ð¾, Ð° Ð¾ÑÑ‚Ð°Ð»ÑŒÐ½Ð¾Ðµ - Ð½Ðµ Ð¸Ð¼ÐµÐµÑ‚ Ð·Ð½Ð°Ñ‡ÐµÐ½Ð¸Ñ.",0,0,1,0,0,0,pt
290221321328140032,GB,2013-01-12,Rylan... love you @bbuk  xx,0,1,0,0,0,0,cs
290245551948169024,GB,2013-01-12,Safe to say I teared up more than I do in the average year in one night at Les Mis #musicgotmegoing #noshame,1,0,0,0,0,0,en
290279697508609984,MY,2013-01-13,"Jinki, do you know that she has passed on?",1,0,0,0,0,0,en
290341060100648000,ID,2013-01-13,"Maaf sayangg aku ga brmaksud menigakan dikau RT @lucianatherecia: Tuh kan ak disingkirkan gr\ orng ketiga  RT @dhina_dhindil: @anggitia_tia""",0,0,1,0,0,0,id
290443548040518976,JP,2013-01-13,"ãªã«ã“ã‚Œ\nã€€ã€€ã€€ ï¼âŒ’ãƒ½\nã€€ã€€ ï¼ã€€ã€€ã€€ï¼¼\nã€€ã€€/ã€€ã€€ã€€ ä¸¶ ï¼¼\nã€€ (/ã€€ã€€ã€€ã€€ä¸¶ã€€)\nã€€ /ã€€ã€€ã€€ã€€ã€€ä¸¶\\nã€€fã€€ã€€ã€€ã€€ã€€ã€€i\nã€€| â—ã€€ã€€â—ã€€ã€€ |\nã€€|ã€€ã€€ä¸€ã€€ã€€ã€€|\nã€€ãƒ½ï¼¿ï¼¿ ã€€ ã€€ãƒŽ\nã€€ ä¸¿ï¾‰ ï¾‰ä¸ä¸ï¿£lï¼¼\nã€€ã(_(_(ï¼¿Lï¼¿)ãƒŽ""",0,0,1,0,0,0,pt
290474212597062976,ID,2013-01-13,"@imoeddah miss u yankk :* smoga terlaksana yee, aamien http://t.co/KycLBEw5",0,0,1,0,0,0,id
290559042361896000,GB,2013-01-13,@Lord_Sugar Stabilisers !,1,0,0,0,0,0,de
290575014481235008,US,2013-01-13,Up ðŸƒ,1,0,0,0,0,0,sv
290581544727358976,NL,2013-01-13,Ff een paar bladzijden lezen dan hopen de ik slaperig en mijn oogjes dicht vallen,0,0,1,0,0,0,nl
290582476085132992,NL,2013-01-13,Zo maar slapen (:,0,0,1,0,0,0,nl
290633847740185984,US,2013-01-14,Damn your ex is a cry baby. He dont wanna talk to me.,1,0,0,0,0,0,en
290655544874777984,US,2013-01-14,@AndyMolitor4 she will be devastated!,1,0,0,0,0,0,en
290663568603484032,BR,2013-01-14,@oi_biagomes obrigada linda!! â¤,0,0,1,0,0,0,pt
290665397542321984,BR,2013-01-14,"@sweetnnessa osheee so se for agora, nele? Tuuuudo kkkkkkk",0,0,1,0,0,0,et
290837775006171008,BR,2013-01-14,I'm at Forquilhinha http://t.co/VX8gjg4o,1,0,0,0,0,1,pt
290841155606806016,GB,2013-01-14,"@LukeMalvern ahwwww Lukey, your profile picture is so adorable!",1,0,0,0,0,0,en
290891340303187008,ES,2013-01-14,DespuÃ©s de correr con @chay_18dp @Jmmacoco @jose_21ra una buena merienda para coger fuerzas jaja,0,0,1,0,0,0,es
290946147235819008,CL,2013-01-14,@Pauladominguez como va el embarazo? En que semana estas??,0,0,1,0,0,0,es
290991135608958016,JP,2013-01-15,iPhoneã®ã‚±ãƒ¼ãƒ–ãƒ«ã‹ã„ã«ããŸã¤ã„ã§ã«ã‚«ãƒ•ã‚§ã‚ªãƒ¬ãƒ†ã‚¤ã‚¯ã‚¢ã‚¦ãƒˆãŠãŠãŠãŠ (@ ã‚«ãƒ•ã‚§ãƒ»ãƒ™ãƒ­ãƒ¼ãƒã‚§ é¶´è¦‹åº—) http://t.co/IJvwc7Qh,0,0,1,0,0,0,pt
291036266231902016,US,2013-01-15,@MarcyD13 @datdudebp4 @adeangelo13 mandarin buffet?,1,0,0,0,0,0,id
291146945412608000,JP,2013-01-15,@ksmt_ktã†ã¡ã®æ–¹ãŒçµ¶å¯¾æ—©ã‹ã£ãŸãªwww,0,0,1,0,0,0,pt
291188146245356992,US,2013-01-15,My baby Is completely frozen no way I can drive this shit no time soon http://t.co/5fB1vytx,1,0,0,0,0,0,en
291219372830232000,NL,2013-01-15,Jaja een spoedje Apeldoor. Beetje druk (@ A1) [pic]: http://t.co/a5dzjoiJ,0,0,1,0,0,0,sl
291287463241064000,FR,2013-01-15,Cest un monde de merde,0,0,1,0,0,0,fr
291293939246435968,FR,2013-01-15,@YaaasmineM waouuuuuu super --',0,0,1,0,0,0,so
291323915832273984,BR,2013-01-15,Pequena no tamanho e cada vez maior nas suas conquistas. SÃ³ orgulho!! Aguarde sabado a comemoraÃ§Ã£o serÃ¡ ao nosso estilo hahaha @_luanabilro,0,0,1,0,0,0,pt
291402995080523008,US,2013-01-16,@Marc_Anthony_18 @nallelyy_j Well instead of scaring her you scared me,1,0,0,0,0,0,en
291413199692131968,US,2013-01-16,Everything I don't want to happen is happening. Smh I hate my life right now .!ðŸ˜”,1,0,0,0,0,0,en
291421357613404032,MX,2013-01-16,Y tu el aire que me levanta que me da fuerza para este amor #TuAmorMeHaceTantoBien..,0,0,1,0,0,0,es
291589994135568000,IT,2013-01-16,Linea giovane per la Juve. E' fatta per la stella del Sassuolo http://t.co/r3ZBGlB9 #calciomercato #juve,0,0,1,0,0,0,it
291653592354540992,JP,2013-01-16,@Laetitia_MAX ãƒ©ãƒ³ãƒ•ã‚¡ï¼,0,0,1,0,0,0,pt
291675016586734976,CA,2013-01-16,"HOW THE FUCK DOES LIAM PAYNE TWEET \Dark\"" AND GET 34,9K RETWEETS AND 24,K FAVORITES WAT""",1,0,0,0,0,0,de
291689101281857024,US,2013-01-16,Flip Phone Shawty!!,1,0,0,0,0,0,en
291695539513352000,CA,2013-01-16,Its funny because in every situation we go threw your aloud to tell ur best friend but I can't. #toobad #goingtoanyways,1,0,0,0,0,0,en
291770453788352000,US,2013-01-17,"I am not a godly person, or a religious one for that matter. Mostly because I'm logical and I grew out of pretending. Just sayin.",1,0,0,0,0,0,en
291833162856792000,US,2013-01-17,Happy birthday to a handsome guy name @Oscar_swagg_  xp,1,0,0,0,0,0,en
291965141103296000,US,2013-01-17,@xXBRANdoN_DXx @17LAZAROW17 :'( WHAT!,1,0,0,0,0,0,so
291965279481777984,ES,2013-01-17,"Gent en menos personalitat que..ay no,que tu eres el exemple",0,0,1,0,0,0,ca
291975072980299008,US,2013-01-17,Ughh @HeavyHitterz91 needs to hurry the hell up and get outta work!!,1,0,0,0,0,0,en
291985818694864000,CL,2013-01-17,"#cancionesquesonperfectas http://t.co/FbAcFuMj uno de mis temas favoritos de Placebo, no podria ser mejor este tema, la letra lo dice todo.",0,0,1,0,0,0,es
292002864409243008,ES,2013-01-17,Ufff que mal lo he paasado. #Muyfuertetodo,0,0,1,0,0,0,es
292100520456358976,US,2013-01-18,@SheeRatchettt Amen,0,1,0,0,0,0,nl
292103939044827008,US,2013-01-18,"@ChineseJasminee okay good ! Please come ! And no. I don't talk to her nor joselin . Yes ! Saturday, Sunday, Monday &amp; Tuesday ! (x",1,0,0,0,0,0,en
292105390039121024,GB,2013-01-18,@parcel2go_Help sadly this BOSE DOCKING STATION has not arrived and I am most annoyed. I want this item replaced asap. http://t.co/oo8bbBcp,1,0,0,0,0,0,en
292149480554393024,US,2013-01-18,Catfish need some hood ppl though... That would be funny,1,0,0,0,0,0,en
292190828217118016,US,2013-01-18,Finally bedtime. Goood freaking niighhtt!,1,0,0,0,0,0,en
292203654428123008,NL,2013-01-18,@EdDJGex i did the bpm because i mix quickly so i can pitch them up for quick inmixing,1,0,0,0,0,0,en
292322407551729024,GB,2013-01-18,"Aww, how cute is that - you can text every other fucker in this world but not me #Shocking",1,0,0,0,0,0,en
292344805026049984,RU,2013-01-18,Ð¯ Ñ‡Ð¸Ñ‚Ð°ÑŽ Ñ‚Ð¾Ð»ÑŒÐºÐ¾ Ð‘ÑÐ½Ð° !yaoming!,0,0,1,0,0,0,tl
292499746919182016,US,2013-01-19,@caseee_lynns12  madden!!!!!!! N,0,1,0,0,1,0,cy
292558655755272000,ID,2013-01-19,@rerenvino nama ku nurul lain idih-_-:p,0,0,1,0,0,0,id
292570496283856000,CA,2013-01-19,@kristacipriani sleep is for the weak / week,1,0,0,0,0,0,en
292625685166555008,ID,2013-01-19,"Minta sampai angka habis :p\@yudhigugum: (Û³ ËšÐ”Ëš)Û³ minta lo berapaaaa\""@NovfiskAbcd: Dikit amat -_- \""@yudhigugum:""",0,0,1,0,0,0,id
292655015997340992,US,2013-01-19,Escuchar el repique que toca el boli se me eriza la piel,0,0,1,0,0,0,es
292661726577561024,BR,2013-01-19,"@juliasalves nem sou mesmo, devo te dreads",0,0,1,0,0,0,pt
292677841064164992,ID,2013-01-19,@algifary21 yang sabar boy...smoga banjir nya cpt surut ya...mobil gw jg masih kejebak di PLO dari tnggal 15...,0,0,1,0,0,0,id
292739527003480000,BR,2013-01-19,"To mal, preocupado, com raiva, triste...",0,0,1,0,0,0,pt
292837572831476992,US,2013-01-20,I wish you would just text me this once.,1,0,0,0,0,0,en
292862705113628032,BR,2013-01-20,"@Bigetao era p falar no chat hahhah deixa entÃ£o...boa noite,te amo...sleep tight",0,1,0,1,0,0,pt
292893327907494976,BR,2013-01-20,Nooooooossa!!! A garota acabou de lamber dentro da minha orelha!!!,0,0,1,0,0,0,pt
292921790236348032,US,2013-01-20,Im tha only one up in my house... WHY ?,1,0,0,0,0,0,en
292984591717916032,MY,2013-01-20,"Bought Al Fakher Orange , Grape and Vanilla. Its gonna be Vanilla Twilight.",1,0,0,0,0,0,en
293061926425067008,ID,2013-01-20,Males hehe :D,1,0,0,0,0,0,de
293133514717675008,GB,2013-01-20,just set my alarm for the first time in weeks #morningstruggle â°,1,0,0,0,0,0,en
293136098132115008,CL,2013-01-20,y empezaron los tacos,0,0,1,0,0,0,es
293170059466132992,MX,2013-01-21,Explorando nuevos rincones ðŸ·ðŸ•ðŸ´ðŸ˜‹ (with RosalÃ­a at Florentina Pizza) [pic] â€” http://t.co/TmTetXYx,0,0,1,0,0,0,en
293191827941641984,CA,2013-01-21,Luooooo,0,1,0,0,1,0,so
293249197942128000,US,2013-01-21,Baltimore is going CRAZY ! The celebration has just begun ðŸ˜˜ðŸ˜˜ðŸ˜˜,1,0,0,0,0,0,en
293274837479206016,US,2013-01-21,i got my days &amp; nights mixed up like ima newborn or sum sht .,1,0,0,0,0,0,en
293326591050780032,MY,2013-01-21,Bugis like got a lot of nice clothes ah,1,0,0,0,0,0,en
293335134835441024,MY,2013-01-21,@zBiis what happened !?,1,0,0,0,0,0,en
293411722742606976,US,2013-01-21,I love Beyonce eyebrows.,1,0,0,0,0,0,en
293450339900857984,MX,2013-01-21,"Tu, yo.. Jugando xbox, piensalo.",0,0,1,0,0,0,es
293509122995923968,IT,2013-01-22,"Ya instalado, maÃ±ana al Vaticano! (@ 1909 Bed &amp; Breakfast) http://t.co/a3eUhfIR",0,0,1,0,0,0,ca
293542132055153984,US,2013-01-22,@skatherine16 its okay &lt;3,1,0,0,0,0,0,no
293749787986108032,MY,2013-01-22,@Shannlzx ahem...,0,1,0,0,0,0,so
293778346964312000,SE,2013-01-22,@JoelIvarsson bra initiativ!,0,0,1,0,0,0,sv
293815680430657024,IT,2013-01-22,@xchiar5 no giuro. Non ci capisco piÃ¹ niente! Ahahah magari non Ã¨ nemmeno russo ..,0,0,1,0,0,0,it
293840195969747968,ES,2013-01-22,Ufff tenia que acabar mal el dia...,0,0,1,0,0,0,ca
293847896816771008,ES,2013-01-22,@Gemiitaa1 jajajjajjajj me meeooo coon @Noelianvas jajjajajjaja #queartetienes,0,0,1,0,0,0,fi
293866716864318976,US,2013-01-22,@pinchedandan I'm calling u a bitch dummy,1,0,0,0,0,0,en
293874908251955008,US,2013-01-23,@Broph67749 why was I the last to know.... Haha,1,0,0,0,0,0,en
294077807657619008,JP,2013-01-23,@fmsk26 ã†ããƒ¼å…¨ç„¶æ°—ã¥ã‹ãªã‹ã£ãŸ(ç¬‘)æ˜Žæ—¥ã‹ã‚‰ã‚‚ãƒ¼é ‘å¼µã‚ãƒ¼â™ª,0,0,1,0,0,0,pt
294106488207708032,GB,2013-01-23,@BamBamBeast @NeilChallis not the 3rd ;-),1,0,0,0,0,0,en
294139258304880000,US,2013-01-23,I'm bout to diiiiive in @ Nana's Diner http://t.co/PzEFbOEN,1,0,0,0,0,0,en
294163258158510016,US,2013-01-23,Dear @BMS_Nard is by far the best bit on the @BMS_OnTheAir. #killinit,1,0,0,0,0,0,en
294174331028769984,US,2013-01-23,@chachigonzales good afternoon and Happy Birthdayyyyyyyyyy *Turns on music* Time to partyyyyy,1,0,0,0,0,0,en
294180052097196032,CA,2013-01-23,After these exams I'm definitly gonna have to get together with friends #whatmakesthedaybetter,1,0,0,0,0,0,en
294215385044110976,US,2013-01-23,Ahh,0,1,0,0,0,0,vi
294250000421113024,BR,2013-01-24,Vovozinha sua linda *----* http://t.co/RVWm594Q,0,0,1,0,0,0,hr
294269214611632000,BR,2013-01-24,O.o,0,1,0,0,0,0,pt
294301498437934976,US,2013-01-24,Dense Fog Advisory issued January 23 at 10:27PM CST until January 24 at 9:00AM CST by NWS Lake Charles http://t.co/1RbQFvzr,1,0,0,0,0,1,en
294313657574252032,US,2013-01-24,@WOLFwinningWOLF alottttttttt,1,0,0,0,0,0,fi
294331768427916992,US,2013-01-24,Everything makes more sense on a legal pad.,1,0,0,0,0,0,en
294338299055705984,CL,2013-01-24,@UlloaSalgado buuuu entonce pa que me invitai?,0,0,1,0,0,0,es
294435183468350976,ID,2013-01-24,"I didn't stop loving you, I just stopped showing it. (Inspired by @echiprutt wakakak)",1,0,0,0,0,0,en
294569875047865984,US,2013-01-24,Time to do work &gt;&gt;&gt;&gt;&gt;,1,0,0,0,0,0,nl
294636124050182016,ID,2013-01-25,"Jgn lpa bli mujair dgn ayam daging pa qt pe papa RT @molompar: morningg.. Hari jumat, berarti ada dahsyatnya #PasarMolompar hahaha :D",0,0,1,0,0,0,id
294642256114241024,US,2013-01-25,@SteveMugga omggggg,0,1,0,0,0,0,no
294794954117627008,ID,2013-01-25,"thxyuuu jepa;;) \@zevansca: Oke syg pasti;;) (Ë˜ÊƒÆªË˜) \""@rindySW: @zevansca yaa gpp jepa, doain cepet taken yaaa;;)\""\""""",0,0,1,0,0,0,hr
294801010562563968,US,2013-01-25,ðŸ˜·ðŸ˜·ðŸ˜· â€œ@ForTheFame_: How some of you gays take pics wit y'all fingers in y'all asses &amp; then post them on the Internet is beyond me.â€,1,0,0,0,0,0,en
294812993705876992,GB,2013-01-25,After all the dancehall artists I still get mad ova Busy Signal!,1,0,0,0,0,0,en
294822585982652032,US,2013-01-25,No no. I don't wanna get out of bed. /: gonna be a long dayy,1,0,0,0,0,0,en
